-4.9995 -0.9999987662997035 -0.001570795680830505
-4.9990000000000006 -0.9999950652018582 -0.003141587485878204
-4.998500000000001 -0.999988896715596 -0.004712371539371077
-4.998000000000001 -0.9999802608561371 -0.0062831439655556195
-4.997500000000001 -0.9999691576447898 -0.007853900888707016
-4.997000000000002 -0.9999555871089498 -0.009424638433138705
-4.996500000000002 -0.9999395492821014 -0.010995352723211933
-4.996000000000002 -0.9999210442038162 -0.01256603988334711
-4.9955000000000025 -0.9999000719197536 -0.014136696038026251
-4.995000000000003 -0.9998766324816607 -0.015707317311813206
-4.994500000000003 -0.999850725947372 -0.01727789982935611
-4.994000000000003 -0.9998223523808092 -0.018848439715398735
-4.993500000000004 -0.9997915118519813 -0.02041893309479003
-4.993000000000004 -0.9997582044369843 -0.021989376092493698
-4.992500000000004 -0.9997224302180009 -0.023559764833597757
-4.992000000000004 -0.9996841892833003 -0.025130095443324098
-4.991500000000005 -0.9996434817272384 -0.02670036404703804
-4.991000000000005 -0.999600307650257 -0.0282705667702579
-4.990500000000005 -0.9995546671588837 -0.02984069973866455
-4.9900000000000055 -0.9995065603657322 -0.03141075907811097
-4.989500000000006 -0.9994559873895008 -0.03298074091463182
-4.989000000000006 -0.9994029483549736 -0.03455064137445298
-4.988500000000006 -0.999347443393019 -0.03612045658400113
-4.988000000000007 -0.99928947264059 -0.03769018266991506
-4.987500000000007 -0.9992290362407238 -0.03925981575904814
-4.987000000000007 -0.999166134342541 -0.04082935197848855
-4.9865000000000075 -0.999100767101246 -0.04239878745556167
-4.986000000000008 -0.9990329346781257 -0.04396811831784148
-4.985500000000008 -0.9989626372405502 -0.045537340693160094
-4.985000000000008 -0.9988898749619711 -0.047106450709617276
-4.984500000000009 -0.9988146480219224 -0.048675444495590046
-4.984000000000009 -0.9987369566060189 -0.0502443181797422
-4.983500000000009 -0.9986568009059564 -0.0518130678910339
-4.983000000000009 -0.9985741811195114 -0.05338168975873116
-4.98250000000001 -0.9984890974505396 -0.05495017991241545
-4.98200000000001 -0.9984015501089768 -0.056518534481993246
-4.98150000000001 -0.9983115393108373 -0.05808674959770555
-4.9810000000000105 -0.9982190652782138 -0.05965482139013746
-4.980500000000011 -0.9981241282392765 -0.06122274599022947
-4.980000000000011 -0.9980267284282737 -0.06279051952927994
-4.979500000000011 -0.9979268660855293 -0.0643581381389653
