-9.9995 1.0016514084207635E-10 1.5733916471412618E-13
-9.998999999999999 1.0033030433461932E-10 3.1519798399119184E-13
-9.998499999999998 1.0049548968902857E-10 4.735773437106264E-13
-9.997999999999998 1.0066069611400539E-10 6.324781299352723E-13
-9.997499999999997 1.0082592281554802E-10 7.919012289064048E-13
-9.996999999999996 1.009911689969471E-10 9.51847527038604E-13
-9.996499999999996 1.0115643385878084E-10 1.1123179109178388E-12
-9.995999999999995 1.0132171659891053E-10 1.2733132672963155E-12
-9.995499999999995 1.0148701641247569E-10 1.4348344830873027E-12
-9.994999999999994 1.0165233249188954E-10 1.596882445363184E-12
-9.994499999999993 1.0181766402683428E-10 1.759458041349896E-12
-9.993999999999993 1.019830102042564E-10 1.9225621584235165E-12
-9.993499999999992 1.0214837020836206E-10 2.086195684104664E-12
-9.992999999999991 1.0231374322061235E-10 2.2503595060565072E-12
-9.99249999999999 1.0247912841971867E-10 2.4150545120795035E-12
-9.99199999999999 1.0264452498163807E-10 2.58028159010611E-12
-9.99149999999999 1.0280993207956847E-10 2.7460416281987628E-12
-9.990999999999989 1.0297534888394416E-10 2.912335514544564E-12
-9.990499999999988 1.0314077456243092E-10 3.079164137449948E-12
-9.989999999999988 1.0330620827992156E-10 3.2465283853386253E-12
-9.989499999999987 1.03471649198531E-10 3.4144291467462244E-12
-9.988999999999987 1.0363709647759186E-10 3.582867310314906E-12
-9.988499999999986 1.0380254927364953E-10 3.751843764791277E-12
-9.987999999999985 1.0396800674045764E-10 3.921359399020979E-12
-9.987499999999985 1.041334680289734E-10 4.091415101943263E-12
-9.986999999999984 1.0429893228735278E-10 4.26201176258886E-12
-9.986499999999984 1.0446439866094594E-10 4.433150270074529E-12
-9.985999999999983 1.0462986629229253E-10 4.604831513597577E-12
-9.985499999999982 1.0479533432111704E-10 4.7770563824336975E-12
-9.984999999999982 1.0496080188432395E-10 4.949825765931475E-12
-9.984499999999981 1.0512626811599332E-10 5.123140553506845E-12
-9.98399999999998 1.0529173214737587E-10 5.297001634640913E-12
-9.98349999999998 1.0545719310688843E-10 5.4714098988740226E-12
-9.98299999999998 1.0562265012010916E-10 5.646366235802046E-12
-9.982499999999979 1.0578810230977297E-10 5.8218715350704225E-12
